Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
マイホーム,マイホーム,Nhà (của tôi - phân biệt với nhà thuê),N2,日本（にほん）でマイホームを買（か）うのが夢（ゆめ）だ。,0,0,False
我が家,わかや,"Nhà mình, gia đình tôi, nhà chúng ta",N2,やっぱりふるさとの我が家（わがや）がー番（ばん）だ。,0,0,False
家屋,かおく,Nhà cửa (nói chung),N2,実家（じっか）は家屋（かおく）は大（おお）きくないが、庭（にわ）がとても広（ひろ）い。,0,0,False
屋根,やね,Mái nhà,N2,あの青（あお）い屋根（やね）が山田（やまだ）さんの家（いえ）です。,1,0,False
洗面所,せんめんじょ,"Nơi rửa mặt, phòng rửa mặt",N2,この家（いえ）には洗面（せんめん）所（しょ）に洗濯（せんたく）機（き）を置（お）くスペースがある。,0,0,False
物置,ものおき,Nơi (phòng) để đồ,N2,使（つか）わない物（もの）は物置（ものおき）に入（い）れておく。,1,0,False
間取り,まどり,"Cách bố trí phòng ốc trong nhà, sơ đồ nhà",N2,我が家（わがや）の間取（まど）りは4LDKだ。,0,0,False
空間,くうかん,Không gian,N2,この部屋（へや）は、空間（くうかん）絋俔せる工夫（くふう）をしている。,0,0,False
奥,おく,"Góc (nhà, phòng), trong sâu",N2,①寒（さむ）くなったので、押し入（おしい）れの奥（おく）からふとんを出（だ）した。,2,0,False
手前,てまえ,Phía trước,N2,そのドアは手前（てまえ）に引（ひ）いてください。,0,0,False
南向き,みなみむき,Hướng nam,N2,この部屋（へや）は南（みなみ）向（む）きで暖（あたた）かい。,0,0,False
温もり,ぬくもり,"Sự ấm áp, hơi ấm",N2,この家（いえ）は木（き）の温（ぬく）もりが感（かん）じられる。,0,0,False
頑丈な,がんじょうな,Vững chắc,N2,うちは頑丈（がんじょう）なので、地震（じしん）が起（お）きても大丈夫（だいじょうぶ）だ。,0,0,False
点検＜する＞,てんけん＜する＞,"Sự kiểm tra, bảo dưỡng",N2,今日（きょう）はマンションのエレベーターが点検（てんけん）中（ちゅう）で、動（うご）かない。,0,0,False
停止＜する＞,ていし＜する＞,"Sự dừng, ngưng hoạt động",N2,今（いま）、エレベーターが停止（ていし）している。,0,0,False
物音,ものおと,Tiếng động,N2,上（うえ）の部屋（へや）で大（おお）きな物音（ものおと）がする。,0,0,False
防犯,ぼうはん,Sự phòng chống tội phạm,N2,防犯（ぼうはん）のために、ドアに特別（とくべつ）な鍵（かぎ）をつけた。,0,0,False
ぞっと＜する＞,ぞっと＜する＞,"Run sợ, sợ",N2,同（おな）じアパートに犯人（はんにん）が住（す）んでいたなんて、ぞっとする。,0,0,False
警備＜する＞,けいび＜する＞,Sự bảo vệ,N2,このマンションは警備（けいび）が厳（きび）しい。,0,0,False
新築＜する＞,しんちく＜する＞,Mới xây dựng,N2,このアパートは新築（しんちく）ではないが、建（た）ってからまだ2年（ねん）だ。,0,0,False
何かと,なにかと,"Cách này hay cách khác, gì thì gì, kiểu gì cũng",N2,最近（さいきん）、何（なに）かと忙（いそが）しい。,0,0,False
何だかんだ,なんだかんだ,"Chuyện gì cũng, chuyện này chuyện kia",N2,母（はは）は何（なん）だかんだとうるさい。,0,0,False
なぜか,なぜか,Tại sao đó,N2,今日（きょう）はなぜか食欲（しょくよく）がない。,1,0,False
何だか,なんだか,Có chút gì đó,N2,何（なん）だか今日（きょう）は気（き）が重（おも）い。,1,0,False
何しろ,なにしろ,Dù gì đi nữa,N2,最近（さいきん）、疲（つか）れ気味（ぎみ）だ。何（なに）しろ仕事（しごと）が忙（いそが）しい。,0,0,False
何とも（〜ない）,なんとも（〜ない）,(Không ~) chút nào,N2,,1,0,False
どうか,どうか,Vui lòng,N2,この件（けん）、どうかよろしくお願いいたします。,0,0,False
どうにか,どうにか,"Bằng cách nào đó, cuối cùng rồi cũng",N2,ぎりぎりの点（てん）だったが、どうにか試験（しけん）に合格（ごうかく）できた。,0,0,False
どうしても,どうしても,"Bằng mọi giá, nhất định, làm cách nào cũng (không thể)",N2,①どうしても志望（しぼう）大学（だいがく）に合格（ごうかく）したい。,0,0,False
どうせ,どうせ,"Đằng nào cũng, tiện thể",N2,うちのチームなんか、どうせ勝（か）てない。,0,0,False
どうやら,どうやら,"Xem ra, có vẻ",N2,どうやら明日（あした）は暑（あつ）くなりそうだ。,0,0,False
とにかく,とにかく,"Tóm lại, nói chung, dù thế nào",N2,店（みせ）は満席（まんせき）かもしれないが、とにかく行（い）ってみよう。,0,0,False
とても（〜ない）,とても（〜ない）,Hoàn toàn (không thể ~),N2,今（いま）の日本語（にほんご）力（りょく）では、とても日本（にほん）で就職（しゅうしょく）できない。,0,0,False
より,より,Hơn nữa,N2,今後（こんご）はよりいっそう努力（どりょく）するつもりだ。,0,0,False
いかに,いかに,"Như thế nào, biết bao nhiêu",N2,日本（にほん）の技術（ぎじゅつ）がいかに進（すす）んでいるか、よくわかった。,0,0,False
いかにも,いかにも,"Quả thật, đúng là",N2,あの子（こ）はいかにも賢（かしこ）そうだ。,0,0,False
街,まち,"Phố, khu phố, thị trấn",N2,午後（ごご）から街（まち）にショッピングに出（で）かけた。,0,0,False
都市,とし,"Thành phố, đô thị",N2,この町（まち）は人口（じんこう）も増（ふ）えて、立派（りっぱ）な都市（とし）になった。,0,0,False
下町,したまち,"Khu phố cổ, phố cổ",N2,私（わたし）は東京（とうきょう）の下町（したまち）生（う）まれだ。,0,0,False
土地,とち,"Đất, đất đai",N2,東京（とうきょう）は土地（とち）の値段（ねだん）がとても高（たか）い。,1,0,False
活気,かっき,"Sức sống, hoạt bát",N2,若者（わかもの）が多（おお）い町（まち）は活気（かっき）がある。,0,0,False
人通り,ひとどお,Người đi đường,N2,商店（しょうてん）街（がい）は人通（ひとどお）りが多（おお）くて、にぎやかだ。,0,0,False
絶える,たえる,"Tuyệt giao, chia rẽ, căt đứt",N2,電車（でんしゃ）が出発（しゅっぱつ）すると、駅前（えきまえ）の人通（ひとどお）りが絶（た）えた。,0,0,False
坂,さか,Dốc,N2,ここは坂（さか）の多（おお）い町（まち）として知（し）られている。,0,0,False
辺り,あたり,"Xung quanh, quanh",N2,この辺（あた）りは公園（こうえん）が多（おお）く、散歩（さんぽ）にぴったりだ。,1,0,False
付近,ふきん,"Khu vực lân cận, gần",N2,公園（こうえん）の付近（ふきん）に桜（さくら）が咲（さ）いている。,0,0,False
住宅,じゅうたく,Nhà ở,N2,この辺（あた）りは高級（こうきゅう）な住宅（じゅうたく）が多（おお）い。,0,1,True
地区,ちく,Khu vực,N2,ここは学校（がっこう）や幼稚園（ようちえん）が多（おお）い地区（ちく）だ。,1,0,False
エリア,エリア,"Vùng, khu vực",N2,公園（こうえん）の中（なか）に入（はい）ってはいけないエリアがある。,0,0,False
中間,ちゅうかん,"Khoảng giữa, giữa",N2,家（いえ）と駅（えき）の中間（ちゅうかん）に、おしゃれなカフェがある。,0,0,False
境,さかい,Ranh giới,N2,隣（となり）の町（まち）との境（さかい）に川（かわ）が流（なが）れている。,0,0,False
斜めくな＞,ななめくな＞,"Xéo, chéo",N2,郵便（ゆうびん）局（きょく）の斜（なな）め前（まえ）に新（あたら）しいコンビニができた。（名）,0,0,False
抽選＜する＞,ちゅうせん＜する＞,Sự bốc thăm,N2,商店（しょうてん）街（がい）の抽選（ちゅうせん）で温泉（おんせん）旅行（りょこう）が当（あ）たった。,0,0,False
避難＜する＞,ひなん＜する＞,Sự lánh nạn,N2,地震（じしん）のときは、近（ちか）くの公園（こうえん）に避難（ひなん）する。,0,0,False
訓練＜する＞,くんれん＜する＞,"Sự huấn luyện, tập huấn",N2,この町（まち）では一（いち）年（ねん）に一（いち）回（かい）、避難（ひなん）訓練（くんれん）を行（おこな）う。,0,0,False
見回る,みまわる,"Nhìn quanh, theo dõi",N2,毎晩（まいばん）パトカーが住宅（じゅうたく）地（ち）を見回（みまわ）っている。,0,0,False
築く,きずく,Xây dựng,N2,ここでは住民（じゅうみん）同士（どうし）がいい関係（かんけい）を築（きず）いている。,0,0,False
見当,けんとう,"Sự dự đoán, tiên đoán",N2,この町（まち）が20年（ねん）後（ご）にどうなっているか、見当（けんとう）がつかない。,0,0,False
落書き＜する＞,らくがき＜する＞,"Sự viết, vẽ bậy",N2,近所（きんじょ）で何（なん）軒（けん）かの家（いえ）が壁（かべ）に落書（らくが）きされた。,0,0,False
強化＜する＞,きょうか＜する＞,Sự đẩy mạnh,N2,最近（さいきん）犯罪（はんざい）が多（おお）いので、住民（じゅうみん）が見回（みまわ）りを篮化（か）している。,0,0,False
地位,ちい,"Vị trí, địa vị",N2,地位（ちい）の高（たか）い人（ひと）とは少（すこ）し話（はな）しにくい。,0,0,False
目上,めうえ,Người trên,N2,目上（めうえ）の人（ひと）には敬語（けいご）を使（つか）わないと失礼（しつれい）だ。,0,0,False
敬意,けいい,"Sự tôn kính, tôn trọng",N2,あの若者（わかもの）はお年寄（としよ）りに敬意（けいい）を持（も）って話（はな）す。,0,0,False
敬う,うやまう,"Tôn kính, kính trọng",N2,目上（めうえ）を心（こころ）から敬（うやま）う。,0,0,False
的確な,てきかくな,"Chính xác, xác đáng",N2,先輩（せんぱい）の的確（てきかく）なアドバイスは、ありがたい。,0,0,False
忠告＜する＞,ちゅうこく＜する＞,"Lời cảnh cáo, nhắc nhở",N2,祖父（そふ）の忠告（ちゅうこく）は今（いま）も役に立（やくにた）っている。,0,0,False
サポート＜する＞,サポート＜する＞,Sự hỗ trợ,N2,新入（しんにゅう）社員（しゃいん）は先輩（せんぱい）達（たち）にサポートしてもらう。,0,0,False
いばる,いばる,"Kiêu căng, ngạo mạn",N2,部下（ぶか）に対していばる上司（じょうし）には、なりたくない。,0,0,False
押し付ける,おしつける,"Áp đặt, ép buộc",N2,先輩（せんぱい）に仕事（しごと）を押し付（おしつ）けられた。,0,0,False
ご無沙汰＜する＞,ごぶさた＜する＞,Không liên lạc (trong thời gian dài),N2,先生（せんせい）、久（ひさ）しくご無沙汰しております。,1,0,False
恐縮＜する＞,きょうしゅく＜する＞,"Thật ngại, áy náy",N2,ご無沙汰している先生（せんせい）から連絡（れんらく）があり、恐縮（きょうしゅく）した。,0,0,False
信頼＜する＞,しんらい＜する＞,"Sự tin cậy, tin tưởng",N2,あの先輩（せんぱい）は信頼（しんらい）できる人（ひと）だと思（おも）う。,0,0,False
従う,したがう,"Tuân theo, theo",N2,社員（しゃいん）は会社（かいしゃ）の規則（きそく）に従（したが）わなければならない。,0,0,False
うなずく,うなずく,"Gật đầu, gật gù",N2,上司（じょうし）は私（わたし）の話（はなし）を、いつもうなずきながら聞（き）いてくれる。,0,0,False
反論＜する＞,はんろん＜する＞,"Phản biện, bác bỏ",N2,会社（かいしゃ）のために上司（じょうし）の意見（いけん）に反論（はんろん）した。,0,0,False
わびる,わびる,Xin lỗi,N2,仕事（しごと）のミスを上司（じょうし）にわびた。,0,0,False
やる気,やるき,"Sự hứng thú, cảm hứng",N2,上司（じょうし）にやる気をアピールして、プロジェクトに参加（さんか）した。,0,0,False
お世辞,おせじ,"Sự tâng bốc, nịnh hót",N2,あの人（ひと）はお世辞（せじ）がうまい。,0,0,False
ごまをする,ごまをする,Xu nịnh,N2,上司（じょうし）にごまをするなんて嫌（いや）だ。,0,0,False
上等な,じょうとうな,Cao cấp,N2,夏（なつ）と冬（ふゆ）に、クライアントに上等（じょうとう）なワインを贈（おく）る。,0,0,False
苦痛,くつう,Sự đau khổ,N2,残業（ざんぎょう）が毎日（まいにち）続（つづ）くのは苦痛（くつう）だ。,0,0,False
夫人,ふじん,"Phu nhân, người vợ",N2,今日（きょう）、部長（ぶちょう）夫人（ふじん）に初（はじ）めてお会（あ）いした。,0,0,False
ベテラン,ベテラン,"Người giỏi, kỳ cựu",N2,ベテランの上司（じょうし）にクライアントの情報（じょうほう）を教（おし）えてもらう。,0,0,False
平社員,ひらしゃいん,Nhân viên quèn,N2,入社（にゅうしゃ）5年（ねん）だが、まだ平（ひら）社員（しゃいん）だ。,0,0,False
騒音,そうおん,"Tiếng động, tiếng ồn",N2,騒音（そうおん）を巡（めぐ）って、アパートでトラブルが起（お）きている。,1,0,False
続出＜する＞,ぞくしゅつ＜する＞,"Sự liên tục xuất hiện, xảy ra",N2,最近（さいきん）、近所（きんじょ）でのトラブルが続出（ぞくしゅつ）している。,0,0,False
思わず,おもわず,Bất giác bất chợt,N2,近（ちか）くで大声（おおごえ）が聞（き）こえたので、思（おも）わず窓（まど）から外（そと）を見（み）た。,0,0,False
対立＜する＞,たいりつ＜する＞,Sự đối lập,N2,ごみ捨てが原因（げんいん）で近所（きんじょ）同士（どうし）が対立（たいりつ）している。,0,0,False
拒否＜する＞,きょひ＜する＞,"Sự phủ nhận, bác bỏ, từ bỏ",N2,彼かれらは話し合はなしあいを拒否きょひした。,0,0,False
訴える,うったえる,"Khiếu nại, kiện, kêu, móc",N2,①騒音（そうおん）トラブルで相手（あいて）を訴（うった）える。,0,0,False
裁判＜する＞,さいばん＜する＞,"Sự xét xử, kết án",N2,できれば裁判（さいばん）など、したくない。,0,0,False
関わる,かかわる,"Liên quan, ảnh hưởng",N2,①あの人（ひと）には関（かか）わらない方（ほう）がいい。,0,0,False
はねる,はねる,"Văng, bắn, nhảy",N2,車（くるま）が通（とお）ったとき、泥（どろ）がはねてスカートが汚（よご）れた。,0,0,False
犯罪,はんざい,Tội phạm,N2,最近（さいきん）、この辺（あた）りで犯罪（はんざい）が増（ふ）えている。,0,0,False
暴れる,あばれる,"Tức giận, gây ầm ĩ, quậy phá",N2,駅前（えきまえ）で男（おとこ）が暴（あば）れている。,0,0,False
乱暴＜な/する＞,らんぼう＜な/する＞,"Sự bạo loạn, thô lỗ, thô bạo",N2,彼かれは怒おこって、ドアを乱暴らんぼうに閉しめた。,0,0,False
暴力,ぼうりょく,Sự bạo lực,N2,どんな理由（りゆう）があっても、暴力（ぼうりょく）はいけない。,0,0,False
おどかす,おどかす,"Dọa, đe dọa, hù dọa",N2,①このままでは合格（ごうかく）しないと、親（おや）におどかされた。,0,0,False
進入＜する＞,しんにゅう＜する＞,"Sự xâm nhập, đột nhập",N2,犯人（はんにん）は、この窓（まど）から進入（しんにゅう）したようだ。,0,0,False
のぞく,のぞく,"Nhìn trộm, loại trừ",N2,怪（あや）しい男（おとこ）が家（いえ）の中（なか）をのぞいている。,0,0,False
見知らぬ,みしらぬ,"Không quen biết, lạ",N2,見知（みし）らぬ人（ひと）に突然（とつぜん）声（こえ）をかけられた。,0,0,False
近寄る,ちかよる,"Đến gần, tiến gần",N2,後（うし）ろから知（し）らない男（おとこ）が近寄（ちかよ）ってきた。,0,0,False
縮まる,ちぢまる,"Ngắn lại, thu nhỏ",N2,あまりに怖（こわ）い思（おも）いをして、命（いのち）が縮（ちぢ）まった。,0,0,False
無理やり,むりやり,"Miễn cưỡng, bị ép buộc",N2,暗（くら）い道（みち）で無理（むり）やりバッグを盗（と）られた。,0,0,False
捜査＜する＞,そうさ＜する＞,Sự điều tra,N2,警察（けいさつ）が事件（じけん）を捜査（そうさ）している。,0,0,False
確定＜する＞,かくてい＜する＞,Sự xác định,N2,いろいろな証拠（しょうこ）から、その男（おとこ）が犯人（はんにん）だと確定（かくてい）した。,0,0,False
明らかな,あきらかな,"Rõ ràng, minh bạch",N2,あの男（おとこ）が犯人（はんにん）であることは明（あき）らかだ。,0,0,False
一致＜する＞,いっち＜する＞,"Sự thống nhất, giống nhau, nhất trí",N2,犯人（はんにん）の特徴（とくちょう）と証言（しょうげん）者（しゃ）の話（はなし）が一致（いっち）した。,0,0,False
自ら,みずから,Tự mình,N2,犯人（はんにん）が自（みずか）ら警察（けいさつ）に現（あらわ）れた。,0,0,False
居場所,いばしょ,Nơi ở,N2,犯人（はんにん）の居場所（いばしょ）が、わかった。,0,0,False
持ち主,もちぬし,Chủ nhân,N2,警察（けいさつ）が自転車（じてんしゃ）の持（も）ちまを調（しら）べている。,0,0,False
あくまで[も],あくまで[も],"Kiên trì đến cùng, gì thì gì",N2,①事件（じけん）が解決（かいけつ）するまで、あくまで捜査（そうさ）を続（つづ）ける。,0,0,False
実に,じつに,Quả thực,N2,これは実（じつ）に不思議（ふしぎ）な事件（じけん）だ。,0,0,False
困難＜な＞,こんなん＜な＞,"Sự khó khắn, vất vả",N2,彼（かれ）は多（おお）くの困難（こんなん）を乗り越（のりこ）えて、頑張（がんば）っている。,0,0,False
改める,あらためる,"Sửa đổi, cải thiện, đổi mới",N2,彼（かれ）は今（いま）は生活（せいかつ）を改（あらた）め、まじめに暮（く）らしている。,0,1,True
ようやく,ようやく,Cuối cùng rồi cũng,N2,20年（ねん）前（まえ）に起（お）こった事件（じけん）がようやく解決（かいけつ）した。,0,0,False
書物,しょもつ,"Sách, sách vở",N2,子（こ）どもの頃（ころ）から書物（しょもつ）に親（した）しむことは大切（たいせつ）だ。,0,0,False
絵本,えほん,Truyện tranh minh họa,N2,絵本（えほん）は子（こ）どもだけじゃなく、大人（おとな）にも人気（にんき）だ。,0,0,False
作品,さくひん,Tác phẩm,N2,この小説（しょうせつ）家（か）の作品（さくひん）は世界中（せかいじゅう）で読（よ）まれている。,0,0,False
著者,ちょしゃ,Tác giả,N2,本屋（ほんや）で著者（ちょしゃ）のサイン会（かい）が開（ひら）かれている。,0,0,False
書き手,かきて,Người viết,N2,この小説（しょうせつ）の書き手（かきて）の気持（きも）ちが、わからない。,0,1,True
ペンネーム,ペンネーム,Bút danh,N2,この著者（ちょしゃ）のペンネームはユニークだ。,1,0,False
主人公,しゅじんこう,Nhân vật chính,N2,この物語（ものがたり）の主人公（しゅじんこう）は不思議（ふしぎ）な人物（じんぶつ）だ。,0,0,False
ロマン,ロマン,Sự lãng mạn,N2,彼（かれ）が書（か）くストーリーにはロマンがある。,0,0,False
伝記,でんき,"Truyền kỳ, tiểu sử",N2,偉（えら）い人（ひと）の伝記（でんき）から生き方（いきかた）を学（まな）ぶ。,0,0,False
人生,じんせい,Cuộc đời,N2,ある野球（やきゅう）選手（せんしゅ）の人生（じんせい）が本（ほん）になった。,0,0,False
神話,しんわ,Thần thoại,N2,この本（ほん）を読（よ）んでから、神話（しんわ）の世界（せかい）に夢中（むちゅう）だ。,0,0,False
中世,ちゅうせい,Thời trung thế,N2,彼女（かのじょ）の本（ほん）を読（よ）んで、中世（ちゅうせい）に興味（きょうみ）を持（も）つようになった。,0,0,False
文明,ぶんめい,Văn minh,N2,これは世界（せかい）の文明（ぶんめい）にかける本（ほん）だ。,0,0,False
忠実な,ちゅうじつ,"Trung thực, trung thành",N2,①この話（はなし）は歴史（れきし）に忠実（ちゅうじつ）に書（か）かれている。,0,0,False
奇妙な,きみょうな,"Kỳ lạ, lạ lùng",N2,このまんがのストーリーは奇妙（きみょう）だ。,0,0,False
背景,はいけい,"Bối cảnh, nền",N2,①この記事（きじ）から事件（じけん）の背景（はいけい）がわかる。,0,0,False
実際,じっさい,Thực tế,N2,この小説（しょうせつ）の話（はなし）は実際（じっさい）に起（お）こったことだ。,0,0,False
文句,もんく,"Câu văn, sự than phiền, cằn nhằn",N2,①文句（もんく）の一（ひと）つひとつに作家（さっか）の個性（こせい）が出（で）ている。,0,0,False
果たして,はたして,"Rốt cuộc, quả nhiên",N2,①主人公（しゅじんこう）は果（は）たしてどうなるのだろうか。,0,0,False
発想＜する＞,はっそう＜する＞,"Sự sáng tạo, ý tưởng",N2,こんな発想（はっそう）ができるなんて、彼（かれ）は天才（てんさい）だ。,0,0,False
由来＜する＞,ゆらい＜する＞,Nguồn gốc,N2,地名（ちめい）の由来（ゆらい）について知（し）りたいならこの辞典（じてん）がいい。,0,0,False
空想＜する＞,くうそう＜する＞,Sự không tưởng,N2,れは空想（くうそう）の世界（せかい）の物語（ものがたり）だ。,0,0,False
連想＜する＞,れんそう＜する＞,Sự liên tưởng,N2,この話（はなし）は10年（ねん）前（まえ）の事件（じけん）を連想（れんそう）させる。,0,0,False
解釈＜する＞,かいしゃく＜する＞,"Sự diễn giải, giải nghĩa",N2,本（ほん）の解釈（かいしゃく）は一（ひと）つではない。読（よ）む人（ひと）が決（き）めればいい。,0,0,False
発行＜する＞,はっこう＜する＞,Sự phát hành,N2,新作（しんさく）が発行（はっこう）されて、100万（まん）部（ぶ）も売（う）れている。,0,0,False
生み出す,うみだす,"Sáng tạo ra, tạo ra",N2,彼（かれ）はデビュー以来（いらい）、多（おお）くの名作（めいさく）を生み出（うみだ）している。,0,0,False
読書家,どくしょか,"Mọt sách, người thích đọc sách",N2,読書（どくしょ）家（か）の父（ちち）の影響（えいきょう）で、私（わたし）もよく本（ほん）を読（よ）む。,0,0,False
習い事,ならいごと,Việc học ngoại khóa,N2,子（こ）どもの頃（ころ）、ピアノなどの習い事（ならいごと）をしていた。,0,0,False
こだわる,こだわる,"Chú trọng, câu nệ",N2,①母（はは）は外出（がいしゅつ）するとき、靴（くつ）にこだわる。,0,0,False
こだわり,こだわり,"Đặc trưng, phong cách riêng",N2,彼（かれ）はコーヒーの入（い）れ方（かた）にこだわりがある。,0,0,False
凝る,こる,"Tập trung, đắm chìm, say mê",N2,最近（さいきん）、父（ちち）は釣（つ）りに凝（こ）っている。,0,0,False
熱中＜する＞,ねっちゅう＜する＞,Sự say mê,N2,弟（おとうと）はオンラインゲームに熱中（ねっちゅう）している。,0,0,False
コレクション＜する＞,コレクション＜する＞,"Sự sưu tầm, bộ sưu tập",N2,海外（かいがい）の絵（え）をコレクションしている。,0,0,False
多彩な,たさいな,Đa dạng,N2,先生（せんせい）は多彩（たさい）な趣味（しゅみ）を持（も）っている。,0,0,False
素人,しろうと,Người nghiệp dư,N2,写真（しゃしん）を始（はじ）めたが、まだまだ素人（しろうと）だ。,0,0,False
初心者,しょしんしゃ,Người mới bắt đầu,N2,この教室（きょうしつ）は茶道（さどう）の初心者（しょしんしゃ）でも、ていねいに教（おし）える。,0,0,False
本格的な,ほんかくてき,Một cách thực thụ,N2,本格（ほんかく）的（てき）に絵（え）を習（なら）うことにした。,0,0,False
名人,めいじん,"Chuyên gia, danh nhân, người giỏi lĩnh vực nào đó",N2,父（ちち）は自分（じぶん）のことを「釣（つ）りの名人（めいじん）」と呼（よ）んでいる。,0,0,False
共通＜する＞,きょうつう＜する＞,Cùng chung,N2,彼（かれ）との共通（きょうつう）の趣味（しゅみ）はクラシック音楽（おんがく）だ。,0,0,False
ブーム,ブーム,"Trào lưu, cơn sốt",N2,ジョギングがブームになって、何（なん）年（ねん）もたつ。,0,0,False
アウトドア,アウトドア,Hoạt động ngoài trời,N2,週末（しゅうまつ）はいつも、アウトドアを楽（たの）しんでいる。,0,0,False
編み物,あみもの,Đồ đang móc,N2,母（はは）から編み物（あみもの）を教（おそ）わっている。,0,0,False
手品,てじな,Trò ảo thuật,N2,宴会（えんかい）で趣味（しゅみ）の手品（てじな）を見（み）てもらった。,0,0,False
占い,うらない,Sự bói toán,N2,占（うらな）いが好（す）きで、本（ほん）を買（か）って勉強（べんきょう）している。,0,0,False
手話,しゅわ,Ngôn ngữ ký hiệu,N2,先月（せんげつ）から手話（しゅわ）の教室（きょうしつ）に通（かよ）い始（はじ）めた。,0,0,False
伝統,でんとう,Truyền thống,N2,留学（りゅうがく）をきっかけに、日本（にほん）の伝統（でんとう）に興味（きょうみ）を持（も）った。,0,0,False
作法,さほう,"Nghi thức xã giao, lễ nghi",N2,日本（にほん）で生け花（いけばな）や茶道（さどう）の作法（さほう）を学（まな）びたい。,0,0,False
撮影＜する＞,さつえい＜する＞,"Sự chụp ảnh, quay phim",N2,先週（せんしゅう）、風景（ふうけい）や建物（たてもの）を、たくさん撮影（さつえい）した。,0,0,False
レンズ,レンズ,Ống kính,N2,このレンズはカメラより高（たか）かった。,0,0,False
宝くじ,たからくじ,Vé số,N2,毎週（まいしゅう）月曜日（げつようび）に宝（たから）くじを買（か）う。,0,0,False
当たる,あたる,"Trúng, đụng",N2,①宝（たから）くじで10万（まん）円（えん）当（あ）たった。,0,0,False
コツ,コツ,Bí quyết,N2,ギターがうまくなるコツを知（し）りたい。,0,0,False
瞬間,しゅんかん,Khoảnh khắc,N2,決定的（けっていてき）瞬間（しゅんかん）の動画（どうが）をサイトにアップする。,0,0,False
組み合わせる,くみあわせる,"Kết hợp, lắp ghép",N2,四角（しかく）い箱（はこ）を組み合（くみあ）わせて棚（たな）を作（つく）る。,0,0,False
身近＜な＞,みぢか＜な＞,"Sự thân cận, gần gũi",N2,好（す）きな物（もの）は、いつも身近（みぢか）に置（お）いておきたい。（名）,0,0,False
発生＜する＞,はっせい＜する＞,Sự phát sinh,N2,高速（こうそく）道路（どうろ）で大（おお）きな事故（じこ）が発生（はっせい）した。,0,0,False
相次ぐ,あいつぐ,"Liên tục, liên tiếp",N2,未（いま）だに飲酒（いんしゅ）運転（うんてん）が粗（ほぼ）次（つ）いでいる。,0,0,False
飛び出す,とびだす,"Chạy ra, nhảy ra, phóng ra",N2,いきなり、自転車（じてんしゃ）が道（みち）に飛び出（とびだ）してきた。,0,0,False
一瞬,いっしゅん,"Khoảnh khắc, trong khoảnh khắc",N2,それは一瞬（いっしゅん）の出来事（できごと）だった。,0,0,False
あり得ない,ありえない,"Không thể nào, không thể chấp nhận, không thể có",N2,こんなに狭（せま）い道路（どうろ）でスピードを出（だ）すなんて、あり得（え）ない。,0,1,True
荒っぽい,あらっぽい,"Thô lỗ, cẩu thả",N2,彼（かれ）は運転（うんてん）が荒（あら）っぽいので、よく事故（じこ）を起（お）こす。,0,0,False
少年,しょうねん,Thiếu niên,N2,歳（とし）の少年（しょうねん）が運転（うんてん）して、事故（じこ）を起（お）こした。,0,0,False
取り締まり,とりしまり,"Sự quản chế, quản lý",N2,この道路（どうろ）は警察（けいさつ）の取り締（とりし）まりが厳（きび）しくなっている。,0,0,False
防止＜する＞,ぼうし＜する＞,Sự đề phòng,N2,交通（こうつう）事故（じこ）を防止（ぼうし）するために、警察（けいさつ）が取り締（とりし）まっている。,0,0,False
事情,じじょう,"Sự tình, tình hình",N2,①警察（けいさつ）が運転（うんてん）手（しゅ）に事故（じこ）の事情（じじょう）を聞（き）いている。,0,0,False
有無,うむ,Việc có hay không,N2,警察（けいさつ）が事故（じこ）の目撃（もくげき）者（しゃ）の有無（うむ）を調（しら）べている。,0,0,False
目撃＜する＞,もくげき＜する＞,"Sự mục kích, chứng kiến",N2,事故（じこ）を目撃（もくげき）した人（ひと）を警察（けいさつ）が探（さが）している。,0,0,False
判断＜する＞,はんだん＜する＞,"Sự đánh giá, phán đoán",N2,警察（けいさつ）はトラックの運転（うんてん）手（しゅ）の不注意（ふちゅうい）だと判断（はんだん）した。,0,0,False
見逃す,みのがす,Bỏ lỡ,N2,①一瞬（いっしゅん）の出来事（できごと）だったので、犯人（はんにん）を見逃（みのが）した。,0,0,False
行方,ゆくえ,"Hành tung, hướng đi",N2,警察（けいさつ）がGPSで逃（に）げた車（くるま）の行方（ゆくえ）を追（お）っている。,0,0,False
未だに,いまだに,"Đến nay vẫn, bây giờ",N2,死亡（しぼう）事故（じこ）を起（お）こした犯人（はんにん）は未（いま）だに捕（つか）まっていない。,0,0,False
不明＜する＞,ふめい＜する＞,"Sự không rõ, không minh bạch",N2,事故（じこ）の原因（げんいん）は未（いま）だに不明（ふめい）だ。（ナ形）,0,0,False
過失,かしつ,"Sự cẩu thả, lơ đễnh, sai lầm",N2,彼（かれ）は過失（かしつ）による事故（じこ）で、逮捕（たいほ）された。,0,0,False
誤る,あやまる,"Sai lầm, mắc lỗi",N2,母（はは）は運転（うんてん）を誤（あやま）って、事故（じこ）を起（お）こした。,0,0,False
もめる,もめる,"Tranh chấp, cãi cọ",N2,事故（じこ）現場（げんば）で運転（うんてん）手（しゅ）同士（どうし）がもめている。,0,0,False
